Date : 2026-03-09 15:19:32
Directory : c:\ProyectoVehiculos\ProyectoReformasVehiculos
Total : 118 files,  50311 codes, 865 comments, 3196 blanks, all 54372 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| reformas-app\projects\reformas-test\src\app\pages\cocheono                                                                                                                         |          2 |        130 |         15 |         19 |        164 |
| reformas-app\projects\reformas-test\src\app\pages\crear-reforma                                                                                                                    |          2 |        321 |          1 |         32 |        354 |
| reformas-app\projects\reformas-test\src\app\pages\editar-reforma                                                                                                                   |          2 |        320 |          2 |         40 |        362 |
| reformas-app\projects\reformas-test\src\app\pages\formulario-proyecto                                                                                                              |          2 |        207 |         16 |         27 |        250 |
| reformas-app\projects\reformas-test\src\app\pages\home                                                                                                                             |          1 |         49 |          0 |          5 |         54 |
| reformas-app\projects\reformas-test\src\app\pages\imagenes                                                                                                                         |          2 |        334 |         16 |         45 |        395 |
| reformas-app\projects\reformas-test\src\app\pages\login-gestion-usuarios                                                                                                           |          4 |        173 |          8 |         29 |        210 |
| reformas-app\projects\reformas-test\src\app\pages\mostrar-secciones                                                                                                                |          2 |        147 |          2 |         23 |        172 |
| reformas-app\projects\reformas-test\src\app\pages\reformas-previas                                                                                                                 |          2 |        113 |          0 |         15 |        128 |
| reformas-app\projects\reformas-test\src\app\pages\resumen-modificaciones                                                                                                           |          2 |     11,403 |        -71 |        372 |     11,704 |
| reformas-app\projects\reformas-test\src\app\pages\seleccion-secciones                                                                                                              |          2 |        147 |          9 |         20 |        176 |
| reformas-app\projects\reformas-test\src\app\pages\tipo-vehiculo                                                                                                                    |          2 |      1,019 |         -6 |         47 |      1,060 |
| reformas-app\src                                                                                                                                                                   |         27 |      5,084 |         -1 |        399 |      5,482 |
| reformas-app\src\app                                                                                                                                                               |         27 |      5,084 |         -1 |        399 |      5,482 |
| reformas-app\src\app (Files)                                                                                                                                                       |          2 |         24 |          0 |          0 |         24 |
| reformas-app\src\app\Funciones                                                                                                                                                     |          2 |        632 |         -1 |         22 |        653 |
| reformas-app\src\app\generadores                                                                                                                                                   |          3 |        274 |         19 |         26 |        319 |
| reformas-app\src\app\gestionar-instaladores                                                                                                                                        |          4 |        349 |          0 |         49 |        398 |
| reformas-app\src\app\interfaces                                                                                                                                                    |          1 |         26 |          0 |          1 |         27 |
| reformas-app\src\app\pages                                                                                                                                                         |          4 |        628 |        -33 |         78 |        673 |
| reformas-app\src\app\pagesVivienda                                                                                                                                                 |         11 |      3,151 |         14 |        223 |      3,388 |
| reformas-app\src\app\pagesVivienda\funciones                                                                                                                                       |          1 |         67 |         -2 |         -1 |         64 |
| reformas-app\src\app\pagesVivienda\gestor-documentacion                                                                                                                            |          2 |         67 |          2 |          3 |         72 |
| reformas-app\src\app\pagesVivienda\memoria-tecnica-autoconsumo                                                                                                                     |          4 |      1,798 |         17 |        144 |      1,959 |
| reformas-app\src\app\pagesVivienda\memoria-tecnica-diseno                                                                                                                          |          2 |        346 |         -1 |         26 |        371 |
| reformas-app\src\app\pagesVivienda\memoria-tecnica-selector                                                                                                                        |          1 |        129 |          0 |          4 |        133 |
| reformas-app\src\app\pagesVivienda\memorias-lista                                                                                                                                  |          1 |        744 |         -2 |         47 |        789 |
| reformas-app\src\app\pages\canva                                                                                                                                                   |          1 |         32 |        -22 |          6 |         16 |
| reformas-app\src\app\pages\resumen-modificaciones                                                                                                                                  |          2 |        597 |        -11 |         72 |        658 |
| reformas-app\src\app\pages\tipo-vehiculo                                                                                                                                           |          1 |         -1 |          0 |          0 |         -1 |
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| filename                                                                                                                                                                           | language   | code       | comment    | blank      | total      |
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\index.js                                                                                                                    | JavaScript |         72 |          1 |         15 |         88 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\instaladores.json                                                                                                           | JSON       |         10 |          0 |          0 |         10 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\memorias_tecnicas\memorias.json                                                                                             | JSON       |        261 |          0 |          0 |        261 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\proyectos\18_2026\proyecto.json                                                                                             | JSON       |        492 |          0 |          0 |        492 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\proyectos\2000_2026\proyecto.json                                                                                           | JSON       |      1,741 |          0 |          0 |      1,741 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\proyectos\22_2026\proyecto.json                                                                                             | JSON       |        524 |          0 |          1 |        525 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\proyectos\25_2026\proyecto.json                                                                                             | JSON       |        605 |          0 |          0 |        605 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\proyectos\26_2026\proyecto.json                                                                                             | JSON       |        512 |          0 |          0 |        512 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\proyectos\32_2026\proyecto.json                                                                                             | JSON       |        546 |          0 |          0 |        546 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\talleres.json                                                                                                               | JSON       |         11 |          0 |          0 |         11 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\Funciones\buildModificacionesParagraphs.ts                                              | TypeScript |      1,248 |         75 |        314 |      1,637 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\Funciones\calculos.ts                                                                   | TypeScript |      6,805 |         27 |        482 |      7,314 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\app.component.html                                                                      | HTML       |        257 |         -1 |         20 |        276 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\app.component.ts                                                                        | TypeScript |         54 |          0 |         12 |         66 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\app.routes.ts                                                                           | TypeScript |         64 |          0 |          1 |         65 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\auth-proteccion-rutas.guard.spec.ts                                                     | TypeScript |         13 |          0 |          5 |         18 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\auth-proteccion-rutas.guard.ts                                                          | TypeScript |         20 |          0 |          3 |         23 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\auth-seguridad-global.service.spec.ts                                                   | TypeScript |         12 |          0 |          5 |         17 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\auth-seguridad-global.service.ts                                                        | TypeScript |         44 |          0 |          6 |         50 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\formulario-taller\gestionar-taller.component.html                                       | HTML       |        -26 |          4 |         12 |        -10 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\generador-documentos\generador-documentos.component.html                                | HTML       |        262 |         -7 |         30 |        285 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\generador-documentos\generador-documentos.component.ts                                  | TypeScript |         18 |         -1 |          1 |         18 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\generadores\certificado-final-obra.ts                                                   | TypeScript |        177 |         22 |         19 |        218 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\generadores\certificado-taller.ts                                                       | TypeScript |         60 |          1 |          1 |         62 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\generadores\declaracion-responsable.ts                                                  | TypeScript |          3 |          0 |          0 |          3 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\generadores\proyecto-word.ts                                                            | TypeScript |        545 |         -6 |         34 |        573 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\gestionar-arquitectos\gestionar-arquitectos.component.css                               | PostCSS    |          0 |          0 |          1 |          1 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\gestionar-arquitectos\gestionar-arquitectos.component.html                              | HTML       |        138 |          8 |         20 |        166 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\gestionar-arquitectos\gestionar-arquitectos.component.spec.ts                           | TypeScript |         18 |          0 |          6 |         24 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\gestionar-arquitectos\gestionar-arquitectos.component.ts                                | TypeScript |        199 |          0 |         26 |        225 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\gestionar-ingeniero\gestionar-ingeniero.component.html                                  | HTML       |        -20 |          5 |         15 |          0 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\gestionar-instaladores\gestionar-instaladores.component.css                             | PostCSS    |          0 |          0 |          2 |          2 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\gestionar-instaladores\gestionar-instaladores.component.html                            | HTML       |        150 |          0 |         17 |        167 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\gestionar-instaladores\gestionar-instaladores.component.spec.ts                         | TypeScript |         17 |          0 |          6 |         23 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\gestionar-instaladores\gestionar-instaladores.component.ts                              | TypeScript |        182 |          0 |         24 |        206 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\interfaces\ReformaItem.ts                                                               | TypeScript |          4 |          0 |          1 |          5 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\interfaces\modificacion.ts                                                              | TypeScript |        381 |          0 |         68 |        449 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pagesVivienda\funciones\documento.service.ts                                            | TypeScript |      5,801 |        212 |        306 |      6,319 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pagesVivienda\gestor-documentacion\gestor-documentacion.component.css                   | PostCSS    |          0 |          0 |          1 |          1 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pagesVivienda\gestor-documentacion\gestor-documentacion.component.html                  | HTML       |      1,929 |          0 |         73 |      2,002 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pagesVivienda\gestor-documentacion\gestor-documentacion.component.spec.ts               | TypeScript |         18 |          0 |          6 |         24 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pagesVivienda\gestor-documentacion\gestor-documentacion.component.ts                    | TypeScript |        648 |          2 |         65 |        715 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pagesVivienda\gestor-trello\gestor-trello.component.css                                 | PostCSS    |          0 |          0 |          1 |          1 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pagesVivienda\gestor-trello\gestor-trello.component.html                                | HTML       |        790 |          0 |         42 |        832 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pagesVivienda\gestor-trello\gestor-trello.component.spec.ts                             | TypeScript |         18 |          0 |          6 |         24 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pagesVivienda\gestor-trello\gestor-trello.component.ts                                  | TypeScript |        301 |          0 |         30 |        331 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pagesVivienda\memoria-tecnica-autoconsumo\memoria-tecnica-autoconsumo.component.css     | PostCSS    |          0 |          0 |          1 |          1 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pagesVivienda\memoria-tecnica-autoconsumo\memoria-tecnica-autoconsumo.component.html    | HTML       |      1,859 |          0 |         96 |      1,955 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pagesVivienda\memoria-tecnica-autoconsumo\memoria-tecnica-autoconsumo.component.spec.ts | TypeScript |         18 |          0 |          6 |         24 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pagesVivienda\memoria-tecnica-autoconsumo\memoria-tecnica-autoconsumo.component.ts      | TypeScript |        881 |        541 |         85 |      1,507 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pagesVivienda\memoria-tecnica-diseno\memoria-tecnica-diseno.component.css               | PostCSS    |          0 |          0 |          1 |          1 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pagesVivienda\memoria-tecnica-diseno\memoria-tecnica-diseno.component.html              | HTML       |        613 |          0 |         26 |        639 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pagesVivienda\memoria-tecnica-diseno\memoria-tecnica-diseno.component.spec.ts           | TypeScript |         18 |          0 |          6 |         24 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pagesVivienda\memoria-tecnica-diseno\memoria-tecnica-diseno.component.ts                | TypeScript |        644 |         17 |         71 |        732 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pagesVivienda\memoria-tecnica-selector\memoria-tecnica-selector.component.ts            | TypeScript |        129 |          0 |          4 |        133 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pagesVivienda\memorias-lista\memorias-lista.component.css                               | PostCSS    |          0 |          0 |          1 |          1 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pagesVivienda\memorias-lista\memorias-lista.component.html                              | HTML       |         89 |          0 |          4 |         93 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pagesVivienda\memorias-lista\memorias-lista.component.spec.ts                           | TypeScript |         18 |          0 |          6 |         24 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pagesVivienda\memorias-lista\memorias-lista.component.ts                                | TypeScript |      1,221 |          0 |         76 |      1,297 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\admin-gestion-usuarios\admin-gestion-usuarios.component.css                       | PostCSS    |          0 |          0 |          1 |          1 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\admin-gestion-usuarios\admin-gestion-usuarios.component.html                      | HTML       |        138 |          0 |         11 |        149 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\admin-gestion-usuarios\admin-gestion-usuarios.component.spec.ts                   | TypeScript |         18 |          0 |          6 |         24 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\admin-gestion-usuarios\admin-gestion-usuarios.component.ts                        | TypeScript |         72 |          0 |          9 |         81 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\canva\canva.component.html                                                        | HTML       |        164 |         -4 |         23 |        183 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\canva\canva.component.ts                                                          | TypeScript |         69 |        -22 |         12 |         59 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\cocheono\cocheono.component.html                                                  | HTML       |        138 |          6 |         19 |        163 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\cocheono\cocheono.component.ts                                                    | TypeScript |         -8 |          9 |          0 |          1 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\crear-reforma\crear-reforma.component.html                                        | HTML       |         90 |         10 |         21 |        121 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\crear-reforma\crear-reforma.component.ts                                          | TypeScript |        231 |         -9 |         11 |        233 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\editar-reforma\editar-reforma.component.html                                      | HTML       |        250 |         -3 |         30 |        277 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\editar-reforma\editar-reforma.component.ts                                        | TypeScript |         70 |          5 |         10 |         85 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\formulario-proyecto\formulario-proyecto.component.html                            | HTML       |        143 |          0 |         15 |        158 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\formulario-proyecto\formulario-proyecto.component.ts                              | TypeScript |         64 |         16 |         12 |         92 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\home\home.component.html                                                          | HTML       |         49 |          0 |          5 |         54 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\imagenes\imagenes.component.html                                                  | HTML       |        229 |         -5 |         25 |        249 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\imagenes\imagenes.component.ts                                                    | TypeScript |        105 |         21 |         20 |        146 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\login-gestion-usuarios\login-gestion-usuarios.component.css                       | PostCSS    |         74 |          3 |         13 |         90 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\login-gestion-usuarios\login-gestion-usuarios.component.html                      | HTML       |         35 |          5 |          5 |         45 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\login-gestion-usuarios\login-gestion-usuarios.component.spec.ts                   | TypeScript |         18 |          0 |          6 |         24 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\login-gestion-usuarios\login-gestion-usuarios.component.ts                        | TypeScript |         46 |          0 |          5 |         51 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\mostrar-secciones\mostrar-secciones.component.html                                | HTML       |        118 |          0 |         19 |        137 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\mostrar-secciones\mostrar-secciones.component.ts                                  | TypeScript |         29 |          2 |          4 |         35 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\reformas-previas\reformas-previas.component.html                                  | HTML       |        110 |          0 |         14 |        124 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\reformas-previas\reformas-previas.component.ts                                    | TypeScript |          3 |          0 |          1 |          4 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\resumen-modificaciones\resumen-modificaciones.component.html                      | HTML       |     10,938 |       -234 |        330 |     11,034 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\resumen-modificaciones\resumen-modificaciones.component.ts                        | TypeScript |        465 |        163 |         42 |        670 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\seleccion-secciones\seleccion-secciones.component.html                            | HTML       |        127 |          0 |         18 |        145 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\seleccion-secciones\seleccion-secciones.component.ts                              | TypeScript |         20 |          9 |          2 |         31 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\tipo-vehiculo\tipo-vehiculo.component.html                                        | HTML       |        357 |        -18 |         30 |        369 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\pages\tipo-vehiculo\tipo-vehiculo.component.ts                                          | TypeScript |        662 |         12 |         17 |        691 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\main.ts                                                                                     | TypeScript |          9 |          0 |          1 |         10 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\src\app\Funciones\buildModificacionesParagraphs.ts                                                                     | TypeScript |         80 |         -1 |         13 |         92 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\src\app\Funciones\calculos.ts                                                                                          | TypeScript |        552 |          0 |          9 |        561 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\src\app\app.component.html                                                                                             | HTML       |         12 |          0 |          0 |         12 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\src\app\app.routes.ts                                                                                                  | TypeScript |         12 |          0 |          0 |         12 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\src\app\generadores\certificado-final-obra.ts                                                                          | TypeScript |        133 |         15 |         15 |        163 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\src\app\generadores\certificado-taller.ts                                                                              | TypeScript |          6 |          0 |          0 |          6 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\src\app\generadores\proyecto-word.ts                                                                                   | TypeScript |        135 |          4 |         11 |        150 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\src\app\gestionar-instaladores\gestionar-instaladores.component.css                                                    | PostCSS    |          0 |          0 |          2 |          2 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\src\app\gestionar-instaladores\gestionar-instaladores.component.html                                                   | HTML       |        150 |          0 |         17 |        167 |
