Date : 2026-01-15 15:11:08
Directory : c:\ProyectoVehiculos\ProyectoReformasVehiculos
Total : 281 files,  128989 codes, 2797 comments, 7399 blanks, all 139185 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| reformas-app\src\app\pagesVivienda\gestor-documentacion                                                                                                              |          4 |      2,401 |          0 |        143 |      2,544 |
| reformas-app\src\app\pagesVivienda\gestor-trello                                                                                                                     |          4 |      1,109 |          0 |         79 |      1,188 |
| reformas-app\src\app\pagesVivienda\memoria-tecnica-diseno                                                                                                            |          4 |        891 |         26 |         74 |        991 |
| reformas-app\src\app\pagesVivienda\memorias-lista                                                                                                                    |          4 |        282 |          2 |         18 |        302 |
| reformas-app\src\app\pages\admin-gestion-usuarios                                                                                                                    |          4 |        228 |          0 |         27 |        255 |
| reformas-app\src\app\pages\canva                                                                                                                                     |          4 |        633 |         26 |         95 |        754 |
| reformas-app\src\app\pages\cocheono                                                                                                                                  |          4 |        306 |         29 |         50 |        385 |
| reformas-app\src\app\pages\crear-reforma                                                                                                                             |          4 |      1,158 |         50 |        140 |      1,348 |
| reformas-app\src\app\pages\editar-reforma                                                                                                                            |          4 |        422 |          3 |         59 |        484 |
| reformas-app\src\app\pages\formulario-proyecto                                                                                                                       |          4 |      1,140 |         28 |        111 |      1,279 |
| reformas-app\src\app\pages\home                                                                                                                                      |          4 |         80 |          0 |         16 |         96 |
| reformas-app\src\app\pages\imagenes                                                                                                                                  |          4 |        755 |         31 |         99 |        885 |
| reformas-app\src\app\pages\login-gestion-usuarios                                                                                                                    |          4 |        173 |          8 |         29 |        210 |
| reformas-app\src\app\pages\mostrar-secciones                                                                                                                         |          4 |        318 |          8 |         47 |        373 |
| reformas-app\src\app\pages\reformas-previas                                                                                                                          |          4 |        226 |          1 |         39 |        266 |
| reformas-app\src\app\pages\resumen-modificaciones                                                                                                                    |          4 |     15,756 |         55 |        632 |     16,443 |
| reformas-app\src\app\pages\seleccion-secciones                                                                                                                       |          4 |        267 |          9 |         44 |        320 |
| reformas-app\src\app\pages\tipo-vehiculo                                                                                                                             |          4 |      2,116 |         43 |        134 |      2,293 |
| reformas-app\src\app\services                                                                                                                                        |          4 |         45 |          0 |         18 |         63 |
| reformas-app\src\assets                                                                                                                                              |          3 |        464 |          0 |         11 |        475 |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                                                                                             | language           | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\README.md                                                                                                             | Markdown           |          1 |          0 |          1 |          2 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\arquitectos.json                                                                                              | JSON               |         14 |          0 |          1 |         15 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\index.js                                                                                                      | JavaScript         |        622 |         41 |        130 |        793 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\ingenieros.json                                                                                               | JSON               |         23 |          0 |          0 |         23 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\memorias_tecnicas\memorias.json                                                                               | JSON               |         60 |          0 |          0 |         60 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\package-lock.json                                                                                             | JSON               |      1,161 |          0 |          1 |      1,162 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\package.json                                                                                                  | JSON               |         20 |          0 |          1 |         21 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\proyectos\125_2025\proyecto.json                                                                              | JSON               |        646 |          0 |          0 |        646 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\proyectos\126_2025\proyecto.json                                                                              | JSON               |        467 |          0 |          0 |        467 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\proyectos\18_2025\proyecto.json                                                                               | JSON               |        518 |          0 |          0 |        518 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\proyectos\19_2025\proyecto.json                                                                               | JSON               |        427 |          0 |          0 |        427 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\proyectos\20_2025\proyecto.json                                                                               | JSON               |        471 |          0 |          1 |        472 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\proyectos\2_2026\proyecto.json                                                                                | JSON               |        484 |          0 |          0 |        484 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\proyectos\3_2026\proyecto.json                                                                                | JSON               |        462 |          0 |          0 |        462 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\proyectos\42_2025\proyecto.json                                                                               | JSON               |        425 |          0 |          0 |        425 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\proyectos\4_2026\proyecto.json                                                                                | JSON               |        516 |          0 |          0 |        516 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\talleres.json                                                                                                 | JSON               |         79 |          0 |          0 |         79 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\ultimoProyecto.json                                                                                           | JSON               |          4 |          0 |          0 |          4 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\usuarios.json                                                                                                 | JSON               |         14 |          0 |          0 |         14 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\backend\viviendas\viviendas.json                                                                                      | JSON               |        119 |          0 |          0 |        119 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\package-lock.json                                                                                                     | JSON               |        225 |          0 |          1 |        226 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\package.json                                                                                                          | JSON               |          9 |          0 |          1 |         10 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\README.md                                                                                                | Markdown           |         36 |          0 |         24 |         60 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\angular.json                                                                                             | JSON               |        291 |          0 |          1 |        292 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\package-lock.json                                                                                        | JSON               |     16,481 |          0 |          1 |     16,482 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\package.json                                                                                             | JSON               |         59 |          0 |          1 |         60 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\app.component.css                                                     | PostCSS            |          0 |          0 |          1 |          1 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\app.component.html                                                    | HTML               |         26 |          4 |          6 |         36 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\app.component.spec.ts                                                 | TypeScript         |         18 |          0 |          6 |         24 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\app.component.ts                                                      | TypeScript         |          9 |          0 |          2 |         11 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\app.config.ts                                                         | TypeScript         |         10 |          0 |          3 |         13 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\app.routes.ts                                                         | TypeScript         |         13 |          0 |          2 |         15 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\funciones\generarInformeProyecto.ts                                   | TypeScript         |        965 |         11 |         52 |      1,028 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\interfaces\modificacion.ts                                            | TypeScript         |        611 |          0 |         23 |        634 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\pages\crear-reforma\crear-reforma.component.css                       | PostCSS            |          0 |          0 |          1 |          1 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\pages\crear-reforma\crear-reforma.component.html                      | HTML               |        119 |          5 |         14 |        138 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\pages\crear-reforma\crear-reforma.component.spec.ts                   | TypeScript         |         18 |          0 |          6 |         24 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\pages\crear-reforma\crear-reforma.component.ts                        | TypeScript         |        369 |         19 |         56 |        444 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\pages\finalizar-reforma\finalizar-reforma.component.css               | PostCSS            |          0 |          0 |          1 |          1 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\pages\finalizar-reforma\finalizar-reforma.component.html              | HTML               |        230 |          3 |         18 |        251 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\pages\finalizar-reforma\finalizar-reforma.component.spec.ts           | TypeScript         |         18 |          0 |          6 |         24 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\pages\finalizar-reforma\finalizar-reforma.component.ts                | TypeScript         |        156 |         12 |         35 |        203 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\pages\formulario-proyecto\formulario-proyecto.component.css           | PostCSS            |          0 |          0 |          1 |          1 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\pages\formulario-proyecto\formulario-proyecto.component.html          | HTML               |        300 |          0 |         20 |        320 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\pages\formulario-proyecto\formulario-proyecto.component.spec.ts       | TypeScript         |         18 |          0 |          6 |         24 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\pages\formulario-proyecto\formulario-proyecto.component.ts            | TypeScript         |        257 |          7 |         25 |        289 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\pages\imagenes\imagenes.component.css                                 | PostCSS            |         27 |          4 |          4 |         35 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\pages\imagenes\imagenes.component.html                                | HTML               |        744 |          0 |         51 |        795 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\pages\imagenes\imagenes.component.spec.ts                             | TypeScript         |         18 |          0 |          6 |         24 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\pages\imagenes\imagenes.component.ts                                  | TypeScript         |      2,375 |         64 |        144 |      2,583 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\pages\resumen-modificaciones\resumen-modificaciones.component.css     | PostCSS            |         43 |          3 |          7 |         53 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\pages\resumen-modificaciones\resumen-modificaciones.component.html    | HTML               |      7,392 |         80 |        359 |      7,831 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\pages\resumen-modificaciones\resumen-modificaciones.component.spec.ts | TypeScript         |         18 |          0 |          6 |         24 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\pages\resumen-modificaciones\resumen-modificaciones.component.ts      | TypeScript         |        692 |         24 |         96 |        812 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\pages\tipo-vehiculo\tipo-vehiculo.component.css                       | PostCSS            |          0 |          0 |          1 |          1 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\pages\tipo-vehiculo\tipo-vehiculo.component.html                      | HTML               |      1,067 |         32 |         52 |      1,151 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\pages\tipo-vehiculo\tipo-vehiculo.component.spec.ts                   | TypeScript         |         18 |          0 |          6 |         24 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\pages\tipo-vehiculo\tipo-vehiculo.component.ts                        | TypeScript         |      1,275 |          9 |        110 |      1,394 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\services\datos-reforma.service.spec.ts                                | TypeScript         |         12 |          0 |          5 |         17 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\services\datos-reforma.service.ts                                     | TypeScript         |         14 |          0 |          5 |         19 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\services\reformas.service.spec.ts                                     | TypeScript         |         12 |          0 |          5 |         17 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\app\services\reformas.service.ts                                          | TypeScript         |          7 |          0 |          3 |         10 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\assets\codigos_reforma_vehiculo.json                                      | JSON               |        398 |          0 |          9 |        407 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\assets\ingeniero.json                                                     | JSON               |         20 |          0 |          1 |         21 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\assets\opciones_reforma_vehiculos.json                                    | JSON               |         46 |          0 |          1 |         47 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\index.html                                                                | HTML               |         13 |          0 |          1 |         14 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\main.ts                                                                   | TypeScript         |          6 |          0 |          2 |          8 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\src\styles.css                                                                | PostCSS            |          0 |          1 |          1 |          2 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\tsconfig.app.json                                                             | JSON               |         14 |          2 |          1 |         17 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-clientes\tsconfig.spec.json                                                            | JSON               |         13 |          2 |          1 |         16 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\Funciones\buildModificacionesParagraphs.ts                                | TypeScript         |      2,088 |        237 |        301 |      2,626 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\Funciones\calculos.ts                                                     | TypeScript         |      4,975 |        166 |        273 |      5,414 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\app.component.css                                                         | PostCSS            |          0 |          0 |          1 |          1 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\app.component.html                                                        | HTML               |         51 |          5 |          7 |         63 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\app.component.scss                                                        | SCSS               |          0 |          0 |          1 |          1 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\app.component.spec.ts                                                     | TypeScript         |         25 |          0 |          5 |         30 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\app.component.ts                                                          | TypeScript         |         11 |          0 |          3 |         14 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\app.config.ts                                                             | TypeScript         |         11 |          0 |          3 |         14 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\app.html                                                                  | HTML               |        298 |         15 |         30 |        343 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\app.routes.ts                                                             | TypeScript         |         20 |          0 |          2 |         22 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\app.spec.ts                                                               | TypeScript         |         20 |          0 |          4 |         24 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\app.ts                                                                    | TypeScript         |         10 |          0 |          2 |         12 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\formulario-taller\gestionar-taller.component.css                          | PostCSS            |          0 |          0 |          1 |          1 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\formulario-taller\gestionar-taller.component.html                         | HTML               |        158 |          3 |          5 |        166 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\formulario-taller\gestionar-taller.component.spec.ts                      | TypeScript         |         18 |          0 |          6 |         24 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\formulario-taller\gestionar-taller.component.ts                           | TypeScript         |        191 |          0 |         25 |        216 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\generador-documentos\generador-documentos.component.css                   | PostCSS            |          0 |          0 |          1 |          1 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\generador-documentos\generador-documentos.component.html                  | HTML               |        210 |          7 |         15 |        232 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\generador-documentos\generador-documentos.component.spec.ts               | TypeScript         |         18 |          0 |          6 |         24 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\generador-documentos\generador-documentos.component.ts                    | TypeScript         |        155 |          1 |         27 |        183 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\generadores\certificado-final-obra.ts                                     | TypeScript         |      1,127 |         28 |         71 |      1,226 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\generadores\certificado-taller.ts                                         | TypeScript         |        183 |          2 |         18 |        203 |
| c:\ProyectoVehiculos\ProyectoReformasVehiculos\reformas-app\projects\reformas-test\src\app\generadores\declaracion-responsable.ts                                    | TypeScript         |        236 |         39 |         42 |        317 |
